Name,Phone Number,Province,Sport,Game Attendance,Age,Called,Call Center,Call Outcome,Applied,Decision
Elian Graham,715656024210,Nova Scotia,cricket,0.64,25,False,East,,,
Nolan Collins,6946520487,Ontario,soccer,0.58,19,False,South,,,
Myla Vega,86218021816,Ontario,ice hockey,0.42,39,True,South,not interested,False,
Savanah Zavala,517283793683,New Brunswick,ice hockey,0.84,19,False,East,,,
Alexia Smith,137285218997,Alberta,soccer,0.56,43,True,West,interested,True,rejected
Stacy Mora,440030151378,New Brunswick,soccer,0.19,53,False,East,,,
Javier Dodson,542111246600,Prince Edward Island,baseball,0.18,22,False,East,,,
Danica Fernandez,10687857845,Quebec,soccer,0.28,36,False,East,,,
Deja Franklin,258054763218,Ontario,soccer,0.24,22,True,South,interested,True,approved
Julianna Sheppard,909178109588,British Columbia,ice hockey,0.47,18,True,West,not interested,False,
Carter Mccarthy,603068429054,Ontario,baseball,0.6,75,False,South,,,
Gunner Guerra,393081481386,Northwest Territories,baseball,0.44,63,False,North,,,
Raquel Barrett,432429009320,British Columbia,ice hockey,0.43,56,True,West,not interested,False,
Beckham Griffin,469676650629,Manitoba,rugby,0.56,18,False,South,,,
Crystal Ferrell,59313528834,British Columbia,ice hockey,0.62,24,False,West,,,
Kayden Robles,113094281598,Quebec,soccer,0.59,21,True,East,interested,False,
Kimberly Pittman,12502930760,Saskatchewan,rugby,0.42,34,False,West,,,
Trent Richards,781233973598,Saskatchewan,baseball,0.48,33,False,West,,,
Marlee Armstrong,178671090313,Ontario,ice hockey,0.55,34,False,South,,,
Kaylin Lloyd,745653533014,New Brunswick,ice hockey,0.34,43,False,East,,,
Barbara Elliott,221258472300,Quebec,ice hockey,0.09,34,False,East,,,
Bradley Li,847121900246,Manitoba,soccer,0.28,42,False,South,,,
Zachariah Callahan,211167143454,Newfoundland and Labrador,baseball,0.49,31,True,East,not interested,False,
Brent Cortez,300251663753,Alberta,basketball,0.53,21,False,West,,,
Clarence Zimmerman,408877518078,Quebec,soccer,0.71,76,True,East,not interested,False,
Mario Lam,498778596694,Ontario,baseball,0.75,27,True,South,interested,True,rejected
Ashly Murray,707758463850,Alberta,baseball,0.73,56,False,West,,,
Giana Ward,339454203893,British Columbia,soccer,0.34,44,False,West,,,
Pablo Frederick,507478523982,British Columbia,baseball,0.52,18,True,West,interested,True,rejected
Lily Kramer,387609001843,Ontario,tennis,0.53,21,False,South,,,
Casey Stewart,397810567628,Quebec,ice hockey,0.46,87,False,East,,,
Sandra Mueller,545382805627,Ontario,ice hockey,0.44,23,False,South,,,
Juliana Walls,495197484213,Ontario,ice hockey,0.44,46,True,South,not interested,False,
Keaton Stein,609263106411,Nova Scotia,cricket,0.66,23,False,East,,,
Santos Michael,956661650174,Saskatchewan,ice hockey,0.6,19,False,West,,,
Kinley Meza,871213813556,Prince Edward Island,ice hockey,0.06,35,False,East,,,
Rebecca Gilbert,756159308838,Ontario,soccer,0.7,54,False,South,,,
Mikaela Gutierrez,839253185410,Nova Scotia,cricket,0.1,29,True,East,not interested,False,
Tanya Waller,300454950554,Ontario,soccer,0.21,30,False,South,,,
Lilliana Hudson,784981048658,Quebec,baseball,0.2,33,False,East,,,
Wade Hill,184236034513,Saskatchewan,ice hockey,0.48,103,False,West,,,
Darrell Moore,832535304548,Ontario,rugby,0.65,21,False,South,,,
Jeffrey Little,339776592575,Ontario,soccer,0.75,64,False,South,,,
Camren Rice,726358163148,Saskatchewan,ice hockey,0.56,22,False,West,,,
Adyson Barker,186586153676,Quebec,ice hockey,0.77,19,False,East,,,
Harper Yates,215393987872,Manitoba,baseball,0.56,18,False,South,,,
Nayeli Greene,112222296181,Alberta,baseball,0.67,33,False,West,,,
Kayley Mayo,536201752036,British Columbia,cricket,0.5,29,False,West,,,
Lilah Mcdonald,295529092055,Ontario,cricket,0.31,33,False,South,,,
Harrison Rowland,258093203011,British Columbia,baseball,0.52,20,False,West,,,
Osvaldo Brock,874447787296,Manitoba,ice hockey,0.66,38,False,South,,,
Clara Cuevas,13920787332,Ontario,ice hockey,0.45,24,False,South,,,
Clayton Cooper,345984602504,Saskatchewan,cricket,0.62,31,False,West,,,
Dayana Farley,788317757016,Quebec,baseball,0.81,21,False,East,,,
Jasiah Hendrix,847547591087,Saskatchewan,baseball,0.09,40,False,West,,,
Enzo Salazar,169354580876,British Columbia,tennis,0.51,21,False,West,,,
Jordin Fletcher,855459401086,Yukon,baseball,0.14,31,False,North,,,
Priscilla Mckee,983018562225,Nova Scotia,soccer,0.33,34,True,East,not interested,False,
Felix Shaffer,965774861980,Nova Scotia,ice hockey,0.38,42,False,East,,,
Axel Ellison,264171580708,Newfoundland and Labrador,ice hockey,0.21,40,False,East,,,
Anabel Vasquez,687693058850,Quebec,soccer,0.28,19,False,East,,,
Meredith Crane,336610388550,Quebec,ice hockey,0.54,28,True,East,not interested,False,
Annabella Parsons,937940790984,Manitoba,baseball,0.51,19,False,South,,,
Valentin Herrera,932215381917,Quebec,tennis,0.7,23,True,East,interested,False,
Beckham Santana,581038293761,Alberta,cricket,0.53,19,False,West,,,
Emilio Drake,903521763241,British Columbia,tennis,0.46,36,False,West,,,
Melanie Santana,82220945660,Ontario,cricket,0.88,39,False,South,,,
Bailey Garrett,289659654720,Quebec,cricket,0.31,53,False,East,,,
Jayda Graves,652266392728,British Columbia,ice hockey,0.59,41,False,West,,,
Braiden Ruiz,560292968796,New Brunswick,baseball,0.75,39,False,East,,,
Olive Rivers,677355517646,Alberta,soccer,0.09,20,False,West,,,
Rhianna Flynn,756299854629,Manitoba,ice hockey,0.61,35,False,South,,,
Zachery Dean,185334782943,Manitoba,ice hockey,0.86,45,False,South,,,
River Parks,119186174777,Alberta,tennis,0.55,38,False,West,,,
Michael Stevens,57738063312,Quebec,basketball,0.44,67,False,East,,,
Alan Mendez,723419124210,British Columbia,baseball,0.34,67,False,West,,,
Jamarcus Thompson,631000206271,Saskatchewan,ice hockey,0.48,55,True,West,interested,False,
Terrance Sawyer,91693298302,Manitoba,ice hockey,0.49,22,False,South,,,
Johnathon Bridges,684390053916,Ontario,baseball,0.26,30,False,South,,,
London Allison,261474489661,New Brunswick,soccer,0.39,40,False,East,,,
Pierre Mosley,330818392525,Nova Scotia,soccer,0.56,35,True,East,interested,True,rejected
Alivia Daniel,724959037792,Ontario,cricket,0.31,45,False,South,,,
Hillary Newton,763305799935,Ontario,cricket,0.2,21,True,South,answer machine,False,
George Garrett,153153159463,British Columbia,baseball,0.19,20,False,West,,,
Arely Frey,49575157874,Northwest Territories,ice hockey,0.2,82,False,North,,,
Ronan Shannon,251687703677,Quebec,baseball,0.36,58,True,East,not interested,False,
Khloe Stanley,388953254660,Manitoba,soccer,0.09,25,False,South,,,
Jayson Farmer,370843026405,Manitoba,cricket,0.18,30,False,South,,,
Elle Houston,613913879397,Quebec,soccer,0.49,56,True,East,interested,False,
Jadiel Hubbard,871142864738,Manitoba,ice hockey,0.4,57,False,South,,,
Monica Aguilar,126995875826,Quebec,cricket,0.79,28,False,East,,,
Cierra Hughes,781481127820,Quebec,rugby,0.78,60,False,East,,,
Wilson Mcmillan,40290053203,Quebec,baseball,0.28,41,False,East,,,
Jovan Jackson,825398970662,Quebec,cricket,0.66,29,False,East,,,
Kelton Glover,609600524250,Saskatchewan,soccer,0.08,19,False,West,,,
Camron Villanueva,316555250780,Alberta,baseball,0.1,46,False,West,,,
Malcolm Turner,635639713895,Alberta,tennis,0.66,21,False,West,,,
Brenden Zhang,553312114238,Ontario,ice hockey,0.19,63,False,South,,,
Octavio Bird,30876308823,New Brunswick,ice hockey,0.66,61,True,East,not interested,False,
Adalyn Holland,919380052300,Ontario,ice hockey,0.23,23,False,South,,,
Titus Chavez,901544516945,Saskatchewan,soccer,0.66,30,False,West,,,
Izaiah Robbins,144307202339,Ontario,ice hockey,0.28,35,False,South,,,
Bradyn Cantrell,319294712021,Saskatchewan,ice hockey,0.57,26,False,West,,,
Norah Scott,507092222980,British Columbia,cricket,0.69,42,False,West,,,
Sara Macdonald,699103656353,Nova Scotia,soccer,0.92,30,False,East,,,
Destiny Hamilton,199648469554,Alberta,baseball,0.4,20,False,West,,,
Kirsten Wallace,610019227794,British Columbia,baseball,0.71,33,False,West,,,
Akira Best,295476532799,British Columbia,ice hockey,0.29,20,False,West,,,
Kaleb Friedman,922764073906,Alberta,baseball,0.49,22,False,West,,,
Jefferson Valdez,793271191474,British Columbia,basketball,0.57,41,False,West,,,
Tatiana Oconnor,441407180003,Saskatchewan,ice hockey,0.75,56,False,West,,,
Jimmy Leon,642964290914,Manitoba,soccer,0.21,20,False,South,,,
Grady Leach,715716916607,Saskatchewan,rugby,0.66,73,False,West,,,
Ann Burnett,312770862766,Ontario,rugby,0.35,42,False,South,,,
Tristan Ortega,873033199076,Manitoba,soccer,0.55,88,False,South,,,
Dahlia David,506049506443,Manitoba,ice hockey,0.48,91,True,South,dead line,False,
Marie Dunn,865791053136,Ontario,ice hockey,0.32,23,False,South,,,
Catherine Garza,973179179810,Alberta,baseball,0.14,25,False,West,,,
Moshe Goodman,992453906212,British Columbia,cricket,0.3,45,False,West,,,
Janelle Leach,931532885662,New Brunswick,baseball,0.35,67,True,East,not interested,False,
Leanna Santiago,984449578319,Manitoba,cricket,0.09,42,False,South,,,
Kaila Clements,870514358631,Nova Scotia,cricket,0.65,57,True,East,interested,True,rejected
Talia Pacheco,598455834245,Ontario,ice hockey,0.08,69,False,South,,,
Ernest West,555609390282,Saskatchewan,soccer,0.64,25,False,West,,,
Gia Dickson,656357418621,British Columbia,ice hockey,0.1,23,False,West,,,
Lennon Acosta,958285949367,Newfoundland and Labrador,soccer,0.71,30,False,East,,,
Jamari Mckay,50362606247,Quebec,baseball,0.69,27,False,East,,,
Gabriella Patterson,42184438042,Manitoba,soccer,0.54,31,True,South,not interested,False,
Lilliana Pugh,505660651408,Northwest Territories,rugby,0.46,19,False,North,,,
Cynthia Chan,548761233177,Quebec,ice hockey,0.18,22,False,East,,,
Jarrett Huang,49335182941,Alberta,cricket,0.4,43,False,West,,,
Saul Olsen,845770716346,Saskatchewan,ice hockey,0.14,20,False,West,,,
Melina Stark,145333798035,British Columbia,ice hockey,0.58,22,True,West,not interested,False,
Lauryn Pearson,304271759771,Alberta,ice hockey,0.73,29,True,West,not interested,False,
Devan Curry,838789520194,Alberta,ice hockey,0.37,25,False,West,,,
Valentina Hess,961832035572,Quebec,ice hockey,0.58,18,True,East,not interested,False,
Wade Smith,727165266475,Quebec,ice hockey,0.51,22,False,East,,,
Talon Andrade,223879135333,Ontario,rugby,0.61,30,True,South,interested,False,
Nina Gaines,531089489406,Quebec,baseball,0.73,22,True,East,call back later,False,
Uriah Gates,234418966375,Saskatchewan,soccer,0.25,66,True,West,interested,False,
Neil Murphy,366300602563,Nova Scotia,basketball,0.82,56,False,East,,,
Alisson Winters,423367725689,Ontario,cricket,0.21,20,False,South,,,
Zain Martinez,510811560569,Saskatchewan,cricket,0.92,24,False,West,,,
Luz Mcbride,446860056364,Ontario,ice hockey,0.74,24,True,South,not interested,False,
Elijah Dodson,512956898764,Quebec,ice hockey,0.54,80,False,East,,,
Kailee Meyers,643744625351,Saskatchewan,tennis,0.59,92,False,West,,,
Trey Gentry,669194452176,Newfoundland and Labrador,ice hockey,0.26,27,False,East,,,
Isaiah Escobar,845791092311,Nova Scotia,cricket,0.61,23,False,East,,,
Hadassah Mccarthy,274187134092,Ontario,ice hockey,0.09,25,True,South,interested,False,
Liana Beltran,499345249576,British Columbia,soccer,0.8,59,False,West,,,
Damaris Wilkins,823950453398,British Columbia,cricket,0.6,37,False,West,,,
Alani Escobar,978673643634,Saskatchewan,ice hockey,0.6,66,True,West,not interested,False,
Amari Barrera,782539389570,Saskatchewan,soccer,0.11,124,False,West,,,
Toby Collier,375081032303,Manitoba,baseball,0.32,27,False,South,,,
Laney Shields,170732092684,British Columbia,ice hockey,0.12,29,False,West,,,
Emilia Oneill,977301561532,Quebec,ice hockey,0.54,28,True,East,not interested,False,
Zackery Richmond,522133050786,Quebec,rugby,0.17,41,False,East,,,
Caden Hutchinson,962636835060,Saskatchewan,baseball,0.51,26,False,West,,,
Bo Wyatt,934702297078,Quebec,baseball,0.46,38,True,East,interested,False,
Silas Charles,913098537084,Alberta,baseball,0.27,18,False,West,,,
Sariah Parks,377551804916,Alberta,rugby,0.11,48,False,West,,,
Aubrey Compton,838269386703,Alberta,baseball,0.82,46,True,West,interested,True,rejected
Aaden House,529081016571,Quebec,baseball,0.51,24,True,East,not interested,False,
Arnav Gallegos,979239494657,Saskatchewan,ice hockey,0.46,20,False,West,,,
Guillermo Becker,144281468234,Saskatchewan,baseball,0.13,23,False,West,,,
Kaylynn Howe,693826281548,Saskatchewan,rugby,0.19,67,False,West,,,
Wade Shaw,562400267905,Quebec,ice hockey,0.32,22,True,East,not interested,False,
Scarlett Liu,487748966947,Ontario,rugby,0.51,34,True,South,dead line,False,
Colby Vega,47414526968,Manitoba,ice hockey,0.59,37,False,South,,,
Ashtyn Garrison,866617486792,New Brunswick,ice hockey,0.37,80,False,East,,,
Theresa Small,94657836395,British Columbia,soccer,0.67,19,False,West,,,
Dawson Wang,468283790447,British Columbia,soccer,0.44,39,False,West,,,
Griffin Calhoun,560457014254,Newfoundland and Labrador,cricket,0.57,93,False,East,,,
Houston Whitney,112856660078,Ontario,rugby,0.32,37,False,South,,,
Derrick Soto,934755460512,Nova Scotia,basketball,0.14,27,True,East,not interested,False,
Braxton Wilkerson,291736230153,Alberta,baseball,0.14,24,False,West,,,
Zariah Clayton,621476737948,Quebec,cricket,0.21,45,False,East,,,
Marisol Morton,495115045443,New Brunswick,cricket,0.48,34,True,East,interested,False,
Alyson Robertson,633216493819,Manitoba,baseball,0.44,29,False,South,,,
Ansley Hicks,746460211377,Quebec,soccer,0.6,29,False,East,,,
Javier Lawson,135146407321,Quebec,cricket,0.39,23,False,East,,,
Vincent Wiley,908598835508,Quebec,tennis,0.13,33,False,East,,,
Kaylyn Schwartz,580163526409,Newfoundland and Labrador,ice hockey,0.5,41,False,East,,,
Ann Petty,596650133951,Ontario,soccer,0.58,30,False,South,,,
Devan Ray,636429324545,Saskatchewan,ice hockey,0.43,20,False,West,,,
Orion Holloway,256521331312,New Brunswick,basketball,0.4,56,True,East,not interested,False,
Humberto Neal,804928642467,Saskatchewan,basketball,0.13,61,False,West,,,
Harmony Frazier,259878090120,Ontario,soccer,0.28,28,True,South,interested,True,rejected
Marley Hodge,126114150924,Ontario,ice hockey,0.57,59,True,South,not interested,False,
Camden Buchanan,825349059625,New Brunswick,soccer,0.55,18,False,East,,,
Miriam Francis,264259374564,Ontario,baseball,0.67,18,False,South,,,
Collin Carey,852957392685,Quebec,rugby,0.08,56,False,East,,,
Remington Dudley,182339528500,Alberta,rugby,0.19,19,False,West,,,
Gary Norris,963659850832,Ontario,basketball,0.83,31,False,South,,,
Jamarion Good,742818239567,Ontario,ice hockey,0.4,18,False,South,,,
Shaun Sanders,254588427083,Ontario,ice hockey,0.32,38,True,South,not interested,False,
Abigail Alvarado,338504859800,Manitoba,soccer,0.21,56,False,South,,,
Kiara Cole,177568983329,Quebec,cricket,0.23,34,False,East,,,
Savanah York,53366104493,Ontario,ice hockey,0.82,31,False,South,,,
Shawn Mcmillan,952867418156,Manitoba,soccer,0.15,32,False,South,,,
Terrance Dickerson,827635144396,Newfoundland and Labrador,tennis,0.33,32,False,East,,,
Melina Rojas,682200848663,Nunavut,baseball,0.18,87,False,North,,,
Zackary Ayala,221103830041,Alberta,cricket,0.42,53,True,West,interested,False,
Damarion Burns,605799710375,Manitoba,baseball,0.56,31,False,South,,,
Jensen Rubio,780505951297,Manitoba,baseball,0.43,24,False,South,,,
Drake Yoder,244864351161,Newfoundland and Labrador,soccer,0.21,28,True,East,call back later,False,
Shania Cummings,459575950873,Manitoba,ice hockey,0.62,27,True,South,not interested,False,
Luis Arroyo,581422798632,Quebec,baseball,0.57,35,False,East,,,
Hana Buck,57595061029,New Brunswick,cricket,0.07,32,False,East,,,
Jonathan Crosby,461138855024,Ontario,ice hockey,0.33,18,False,South,,,
Megan Hartman,259647170955,Manitoba,ice hockey,0.52,27,False,South,,,
Joy Carson,568189017919,British Columbia,ice hockey,0.35,30,False,West,,,
Daniel Poole,676920935016,Manitoba,tennis,0.09,98,False,South,,,
Rey Holloway,939906368083,Alberta,ice hockey,0.82,40,True,West,not interested,False,
Kelvin Fitzgerald,754931941201,Prince Edward Island,basketball,0.48,18,True,East,interested,False,
Gage Rubio,693764424621,Newfoundland and Labrador,ice hockey,0.25,34,True,East,dead line,False,
Connor Jensen,234317897045,Saskatchewan,ice hockey,0.32,23,False,West,,,
Davian Yates,121586151416,Manitoba,baseball,0.59,34,False,South,,,
Tyrese Mccullough,739153464061,Ontario,cricket,0.27,21,False,South,,,
Sophia Watkins,701673858295,Quebec,cricket,0.24,19,False,East,,,
Mylee Oneal,502510258234,Ontario,baseball,0.52,33,True,South,call back later,False,
Brayan Wiley,275385865648,Quebec,ice hockey,0.24,55,True,East,not interested,False,
Porter Meyer,895720674265,Ontario,cricket,0.52,22,False,South,,,
Layla Mcknight,989288443673,British Columbia,cricket,0.56,19,False,West,,,
Simon Glover,849138763996,Alberta,ice hockey,0.53,24,False,West,,,
Raegan Baker,848501242944,Ontario,ice hockey,0.82,48,True,South,interested,True,approved
Jaiden Webb,847438240488,Newfoundland and Labrador,tennis,0.31,28,True,East,interested,True,rejected
Layton Odom,419743305728,Quebec,soccer,0.17,23,False,East,,,
Ryan Sweeney,624647814134,Manitoba,ice hockey,0.42,23,False,South,,,
Cason Abbott,747838225148,Yukon,cricket,0.59,32,False,North,,,
Katrina Fry,406552826255,Saskatchewan,soccer,0.11,120,True,West,interested,False,
Davin Waller,937818993430,Nova Scotia,tennis,0.67,25,False,East,,,
Griffin Franco,526212390691,Manitoba,cricket,0.16,24,False,South,,,
Adonis Dean,901219206973,Saskatchewan,ice hockey,0.64,23,False,West,,,
Melody Ewing,753157470060,Quebec,baseball,0.23,55,False,East,,,
Shea Black,508279854034,Quebec,cricket,0.87,44,False,East,,,
Santos Cabrera,184886837523,British Columbia,tennis,0.64,18,False,West,,,
Dalia Frederick,34923602714,Quebec,cricket,0.12,50,False,East,,,
Sincere Ochoa,5434133184,Manitoba,ice hockey,0.43,18,True,South,interested,False,
Donna Blake,496476130195,Ontario,soccer,0.21,65,False,South,,,
Macie Friedman,40528419179,Manitoba,ice hockey,0.47,49,False,South,,,
Bailey Barber,556243140717,Saskatchewan,ice hockey,0.12,28,True,West,interested,False,
Jaiden Beard,559422028337,New Brunswick,baseball,0.5,34,False,East,,,
